ticker,description,score
KPEL,"3-Year Revenue Forecast – Visibility supported by a 2 GW order book, 200 MW IPP pipeline, growing O&M annuity base, interstate power-trading opportunities and India's large wind-capacity expansion targets",3
KPEL,"EBITDA Margin Expansion (trend) – FY26 EBITDA grew 68% versus 57% revenue growth, while Q4 EBITDA margin expanded to 21% from 19%, demonstrating operating leverage",3
KPEL,"Net Profit Margin Trend – FY26 PAT increased 57% and Q4 PAT rose 72%, both outpacing revenue growth and indicating improving profitability",3
KPEL,"Business Model Disruption Risk – Integrated capabilities across land aggregation, transmission, EPC, O&M, power trading and future storage opportunities create a differentiated renewable-energy platform with high entry barriers",3
KPEL,"Regulatory / Geopolitical / Policy Risk – Renewable-energy growth is supported by strong policy tailwinds and wind-capacity targets, but offshore wind and some future opportunities remain dependent on policy clarity",1
KPEL,"Corporate Governance Quality – Management provided detailed disclosure on related-party order concentration, working-capital drivers, project economics, funding plans and operational risks",2
KPEL,"Management Quality – Strong execution record, successful scaling from ₹73 crore revenue in FY21 to ₹1,506 crore in FY26, and strategic platform expansion indicate high management quality",3
KPEL,"Conference Call Available – Comprehensive disclosures were provided covering operations, growth strategy, order book, working capital, IPP expansion and industry outlook",1
KPEL,"Other Factor (Revenue Growth Momentum) – FY26 revenue grew 57% while Q4 revenue grew 55%, reflecting exceptional execution velocity and market demand",3
KPEL,"Other Factor (O&M Annuity Build-Out) – O&M revenue grew 350% YoY in Q4 and the managed portfolio reached 646 MW, strengthening recurring revenue visibility",2
KPEL,Other Factor (IPP Expansion Opportunity) – Approximately 200 MW of additional IPP capacity under development can materially expand long-term recurring cash flows and asset ownership,2
KPEL,"Other Factor (Industry Tailwinds) – India installed a record 6.05 GW of wind capacity in FY26 and management highlighted a path from 56 GW to 140 GW by 2030, creating a large addressable market",3
KPEL,"Other Factor (Credit Profile Improvement) – CARE upgraded the company from BBB (Negative) to A- (Stable), reflecting stronger financial quality and execution credibility",2
KPEL,Other Factor (Working Capital Risk) – Operating cash flow was pressured by elevated inventory requirements and a 100–150 day cash-conversion cycle driven by supply-chain protection measures,-1
KPEL,Other Factor (Promoter Alignment) – Promoters previously participated through approximately ₹28 crore of warrants and expressed willingness to invest additional capital if required,1
KPGREEN,"Order Book / Backlog – Order book of approximately ₹1,831 crore (over 1.4x FY26 revenue) with management expecting execution of the entire backlog during FY27 provides exceptionally strong near-term visibility",3
KPGREEN,"Book-to-Bill Ratio – Backlog of ₹1,831 crore versus FY26 revenue of ₹1,250 crore implies a book-to-bill ratio comfortably above 1x and supports continued growth",2
KPGREEN,"New Contract Wins – Order book includes recently secured orders such as the landmark ₹819+ crore BSNL project, while management continues to add wins through a 60–70% tender success rate",2
KPGREEN,"3-Year Revenue Forecast – Visibility supported by a ₹2,000–3,000+ crore bidding pipeline, capacity expansion, backward integration plans, telecom re-entry, railway approvals, and multiple new product verticals",3
KPGREEN,"EBITDA Margin Expansion (trend) – EBITDA grew 117% on 78% revenue growth, while EBITDA margin expanded from roughly 16% to 20%, demonstrating strong operating leverage",3
KPGREEN,"Net Profit Margin Trend – PAT increased 85% versus 78% revenue growth, reflecting continued profit expansion and healthy margin progression",2
KPGREEN,"Business Model Disruption Risk – Diversification across transmission towers, solar structures, telecom infrastructure, crash barriers, heavy engineering, PEBs and emerging manufacturing verticals lowers dependence on any single market",3
KPGREEN,"Regulatory / Geopolitical / Policy Risk – Fuel costs, raw-material availability and geopolitical disruptions remain meaningful risks, though mitigation through inventory stocking and pass-through clauses partially offsets them",-1
KPGREEN,"Corporate Governance Quality – Management provided detailed disclosure on related-party order exposure, royalty structure, inventory build-up, debt usage, cash classification changes and execution timelines",2
KPGREEN,"Management Quality – Strong execution record, disciplined bidding focused on margin preservation, strategic integration plans and clear capacity-building roadmap indicate capable management",3
KPGREEN,"Conference Call Available – Management provided extensive disclosures across operations, order book, margins, governance, working capital and growth strategy",1
KPGREEN,"Other Factor (Revenue Growth Momentum) – FY26 revenue grew 78% and crossed ₹1,250 crore for the first time, highlighting exceptional business momentum",3
KPGREEN,"Other Factor (FY27 Revenue Visibility) – Management explicitly stated that the current ₹1,800+ crore order book is expected to be executed largely during FY27, creating unusually strong revenue certainty",3
KPGREEN,"Other Factor (Approval-Led Competitive Moat) – RDSO approval, NATRAX crash-test success, approvals across 16+ states, and validation from global solar tracker leaders create significant barriers to entry",3
KPGREEN,Other Factor (BSNL Strategic Opportunity) – The ₹819+ crore BSNL order re-establishes telecom exposure and includes long-term O&M annuity potential beyond the initial execution phase,2
KPGREEN,"Other Factor (Galvanizing Capacity Advantage) – Asia's largest hot-dip galvanizing plant with 90,000 MTPA capacity and 15-ton single-dip capability strengthens cost, quality and execution advantages",3
KPGREEN,"Other Factor (Backward & Forward Integration) – Planned rolling mill investments and movement into execution-led business models can improve margins, supply security and value capture across the chain",3
KPGREEN,"Other Factor (Working Capital Risk) – Inventory days increased sharply and the cash-conversion cycle is around 150 days due to inventory stocking, increasing working-capital intensity",-1
KPGREEN,"Other Factor (Balance Sheet & Funding Quality) – Long-term debt remains stable, borrowing costs are reasonable at 8.5–9%, operating cash flow was positive at approximately ₹155 crore, and banks remain supportive",2
KPGREEN,"Other Factor (Capacity Utilization Upside) – Existing utilization of only 30–34% on 400,500 MTPA capacity leaves substantial room for growth without requiring major near-term manufacturing expansion",2
MANORAMA,"3-Year Revenue Forecast – Management outlined a ₹460 crore multi-year capex program across India and Africa, targeting commissioning by FY28, with debottlenecking, new fractionation facilities, CBA plants, refinery expansion and backward integration expected to drive sustained growth",3
MANORAMA,"EBITDA Margin Expansion (trend) – FY26 EBITDA margin reached 27.1%, with management maintaining a sustainable 25–27% margin framework supported by value-added products, utilization gains and operating leverage",3
MANORAMA,"Net Profit Margin Trend – FY26 PAT grew 85% on 76% revenue growth while maintaining a strong 17.2% PAT margin, indicating continued profitability expansion",3
MANORAMA,"Cash & Equivalents Level – Company holds approximately ₹130 crore in fixed deposits while funding expansion largely through internal accruals, reflecting healthy liquidity",2
MANORAMA,"Business Model Disruption Risk – Increasing value-added mix (70–75% of sales), leadership in specialty fats and cocoa butter equivalents, backward integration and global sourcing capabilities reduce disruption risk",3
MANORAMA,"Regulatory / Geopolitical / Policy Risk – Exposure to freight, energy and currency volatility remains, but management highlighted minimal direct revenue exposure to affected regions and limited Middle East dependence (2–3% revenue)",1
MANORAMA,"Corporate Governance Quality – Management provided detailed disclosures on inventory composition, hedging policy, related-party transactions, revised filings, capex economics and subsidiary performance",3
MANORAMA,"Management Quality – Strong execution demonstrated through sustained margin delivery, working-capital improvement, disciplined capital allocation and clear long-term growth planning",3
MANORAMA,"Conference Call Available – Management provided extensive operational, financial, strategic and capital-allocation disclosures during the call",1
MANORAMA,"Other Factor (Revenue Growth Momentum) – FY26 revenue increased 76% YoY, reflecting exceptional demand, volume growth and product-mix improvement",3
MANORAMA,Other Factor (Operating Cash Flow Quality) – Operating cash flow of ₹259.4 crore alongside strong earnings demonstrates excellent cash generation and earnings conversion,3
MANORAMA,"Other Factor (Working Capital Improvement) – Cash conversion cycle improved from 151 days to approximately 125 days, with management expressing confidence in sustaining the improvement",3
MANORAMA,Other Factor (Return Ratios) – ROCE of 33.6% and ROE of 40.3% indicate outstanding capital efficiency and profitability,3
MANORAMA,"Other Factor (Capacity Expansion Visibility) – Debottlenecking and expansion initiatives are expected to increase fractionation capacity toward approximately 52,000 TPA while maintaining high utilization",2
MANORAMA,"Other Factor (Value-Added Product Mix Shift) – CBE contribution increased to approximately 30% of sales and value-added products now account for roughly 70–75% of revenue, supporting margin sustainability",3
MANORAMA,"Other Factor (Burkina Faso Backward Integration) – Origin processing is expected to reduce logistics costs, improve yields, enhance quality and free domestic capacity for higher-value processing",3
MANORAMA,Other Factor (Balance Sheet Strength) – Net debt-to-equity remains modest at 0.38x despite significant growth and ongoing expansion plans,2
MANORAMA,"Other Factor (FX & Hedging Risk) – Company reported FY26 MTM losses on hedges and keeps 40% of FX exposure unhedged, creating some earnings volatility risk",-1
MANORAMA,Other Factor (Global Expansion Execution Risk) – Nine international subsidiaries are in early-stage setup mode and currently create temporary overhead and margin pressure during the scaling phase,-1
NYKAA,"3-Year Revenue Forecast – Management highlighted multiple growth engines including Beauty, Fashion, Superstore, House of Nykaa, offline expansion toward ~500 stores, quick-commerce scaling, owned-brand incubation, acquisitions and a very large addressable market across beauty and fashion categories",3
NYKAA,"EBITDA Margin Expansion (trend) – EBITDA margin expanded from 5.0% in FY23 to 7.5% in FY26, while Q4 EBITDA margin reached 8.4%, representing one of the highest margins in company history",3
NYKAA,"Net Profit Margin Trend – PAT margin improved from 0.4% in FY23 to 2.0% in FY26, while Q4 PAT surged 313% YoY and reached one of the highest quarterly profit margins ever",3
NYKAA,"Business Model Disruption Risk – Diversified exposure across Beauty, Fashion, B2B distribution, owned brands, offline retail, quick commerce and brand services significantly reduces reliance on any single business model",3
NYKAA,"Regulatory / Geopolitical / Policy Risk – Management acknowledged risks from inflation, high oil prices and currency depreciation, but beauty consumption remains relatively resilient and FX exposure is fully hedged over the near term",1
NYKAA,"Corporate Governance Quality – Management emphasized marketplace neutrality, transparent disclosure of owned-brand strategy, acquisition terms, margin drivers and operating metrics across segments",3
NYKAA,"Management Quality – Strong execution across multiple businesses, successful profitability improvement, disciplined capital allocation and strategic partnerships with global brands demonstrate high management quality",3
NYKAA,"Conference Call Available – Extensive disclosures were provided covering profitability, customer metrics, owned brands, AI, retail expansion and capital efficiency",1
NYKAA,"Other Factor (Revenue Growth Momentum) – FY26 revenue grew 26% while GMV grew 28%, crossing ₹10,000 crore revenue for the first time and establishing a new scale milestone",3
NYKAA,"Other Factor (Beauty Franchise Strength) – Beauty GMV reached approximately ₹15,000 crore with 10.3% Q4 EBITDA margin, strong customer growth and continued premiumization leadership",3
NYKAA,"Other Factor (Fashion Profitability Inflection) – Fashion EBITDA improved from -8.3% to -2.6% in FY26 and turned EBITDA positive in Q4, marking a significant turnaround milestone",3
NYKAA,"Other Factor (House of Nykaa Brand Portfolio) – House of Nykaa GMV grew roughly 50%, while beauty-owned brands grew 65%, demonstrating the emergence of a powerful proprietary brand engine",3
NYKAA,"Other Factor (Superstore Scaling & Margin Expansion) – Superstore reached approximately ₹1,200 crore GMV, expanded to ~0.5 million retailers and improved EBITDA margin by over 500 bps",3
NYKAA,"Other Factor (AI & Technology Advantage) – AI is improving customer acquisition efficiency, personalization, conversion and advertising effectiveness, creating both revenue and margin benefits",2
NYKAA,"Other Factor (Global Brand Relationships) – Exclusive launches, partnerships with L'Oréal, Estée Lauder, Chanel, SK-II, Charlotte Tilbury and operational control of Kiehl's India strengthen Nykaa's competitive moat",3
NYKAA,"Other Factor (Customer & Traffic Growth) – Annual transacting customers nearly doubled versus FY23, visits reached 1.8 billion and orders grew to 66 million, demonstrating sustained platform engagement",3
NYKAA,"Other Factor (Capital Efficiency Improvement) – Working-capital days improved from 34 to 28, fixed-asset turnover increased to 9.9x and ROCE improved sharply to 21.2%",3
NYKAA,"Other Factor (Offline Retail Expansion) – Store network expanded to 313 stores across 99 cities, with double-digit like-for-like growth and a long runway toward the 500-store target",2
NYKAA,Other Factor (Quick Commerce Optionality) – Nykaa Now has scaled to 75–80 rapid stores covering most key metro pincodes and offers an additional growth channel beyond traditional e-commerce,2
OMNI,"Order Book / Backlog – Order book exceeded ₹3,000 crore as of May 2026 versus FY26 revenue of ₹511 crore, representing a transformational increase in visibility and multi-year execution runway",3
OMNI,"Book-to-Bill Ratio – Order book of over ₹3,000 crore against FY26 revenue of ₹511 crore implies an exceptional backlog-to-revenue ratio of nearly 6x, providing unusually strong revenue visibility",3
OMNI,"New Contract Wins – Secured major multi-year oilfield contracts including a Weatherford program exceeding ₹900 crore and another approximately ₹1,000 crore contract beginning FY27/FY28",3
OMNI,"Order Growth Rate – Order book expanded from ₹57 crore (FY23) to ₹83 crore (FY24), ₹283 crore (FY25) and approximately ₹3,000 crore by May 2026, reflecting extraordinary order inflow acceleration",3
OMNI,"Management Guidance Revision – Management expects FY27 growth broadly in line with its historical 30–35% trajectory, supported by the order book and available capacity",2
OMNI,"3-Year Revenue Forecast – Multi-year oilfield contracts, aerospace/defense entry, capacity expansion from 2.6 million to over 4 million machine hours and movement into higher-value assemblies provide strong medium-term growth visibility",3
OMNI,"EBITDA Margin Expansion (trend) – FY26 EBITDA grew 45% on 49% revenue growth; margins were temporarily impacted by upfront investments, but management expects margins to remain consistent with historical levels",1
OMNI,"Net Profit Margin Trend – PAT margin improved to 15.5% from 12.8%, while FY26 PAT grew 81% and PBT grew 92%, indicating strong profit leverage",3
OMNI,"Business Model Disruption Risk – Deep engineering capabilities, long-term customer programs, repeat business exceeding 90%, qualification-heavy aerospace opportunities and movement into assemblies/testing reduce disruption risk",3
OMNI,"Regulatory / Geopolitical / Policy Risk – Some exposure exists through global oilfield markets and shipping delays, but contracts are largely pass-through, ex-works and diversified across customers operating in over 100 countries",1
OMNI,"Corporate Governance Quality – Management provided detailed disclosure on working capital challenges, order-book composition, contract ramp profiles, IPO impact on ratios and operational risks",3
OMNI,"Management Quality – Strong balance-sheet improvement, disciplined capacity planning, realistic commentary on aerospace timelines and focus on higher-value-added manufacturing reflect high execution quality",3
OMNI,"Conference Call Available – Comprehensive disclosures were provided covering contracts, margins, working capital, capacity, aerospace and strategic direction",1
OMNI,"Other Factor (Revenue Growth Momentum) – FY26 revenue increased 49% and Q4 revenue grew 38.5%, demonstrating strong execution momentum",3
OMNI,Other Factor (Balance Sheet Deleveraging) – Net debt-to-equity improved dramatically from 1.6x to 0.34x due to strong cash generation and prudent capital management,3
OMNI,"Other Factor (Customer Stickiness) – More than 90% of revenue comes from repeat customers, supporting visibility and reducing customer-acquisition risk",3
OMNI,"Other Factor (Aerospace & Defense Opportunity) – AS9100 certification, NADCAP qualification efforts and four first-article development orders establish a credible entry into a high-margin long-term growth market",2
OMNI,"Other Factor (Capacity Expansion Visibility) – Existing capacity covers FY27 and early FY28 demand, while machine-hour capacity is planned to increase from 2.6 million to more than 4 million hours",3
OMNI,"Other Factor (Value-Chain Upgradation) – Expansion from machining into kitting, assembly and high-pressure testing increases value addition and can support future margin expansion",3
OMNI,"Other Factor (Working Capital Risk) – Inventory and receivables remain elevated, with receivable days at 153 and management explicitly identifying working capital as the key near-term operational watchpoint",-2
OMNI,Other Factor (Liquidity Tailwind) – ₹24.3 crore GST credit expected to be realized in FY27 should support cash flow and liquidity,1
PGEL,"Management Guidance Revision – Management targets FY27 revenue growth ahead of industry growth, EBITDA margin improvement toward ~8%, significant working-capital normalization and stronger cash flows",1
PGEL,"3-Year Revenue Forecast – Backward integration into compressors and refrigerants, washing machine expansion, molding consolidation and large manufacturing investments provide a credible multi-year growth roadmap through FY29",2
PGEL,"EBITDA Margin Expansion (trend) – FY26 EBITDA declined 14.9% and margins compressed due to commodity inflation, FX losses and operational disruptions, although management expects recovery in FY27",-2
PGEL,"Net Profit Margin Trend – FY26 PAT fell 33.4% YoY and profitability was materially impacted by cost inflation, forex losses and production disruptions",-2
PGEL,"Business Model Disruption Risk – The company is diversifying beyond RACs through rapidly growing washing machines, backward integration, electronics and component manufacturing, reducing long-term dependence on a single category",2
PGEL,"Regulatory / Geopolitical / Policy Risk – Earnings were significantly affected by GST changes, BEE transitions, LPG shortages linked to Gulf disruptions, FX volatility and PLI-related competitive pressures",-2
PGEL,"Corporate Governance Quality – Management provided unusually detailed quantification of operational disruptions, forex exposure, inventory levels, working-capital challenges and project timelines",3
PGEL,"Management Quality – Despite a difficult year, management has executed major capacity expansion, SAP implementation, backward integration projects and transparent communication around challenges and recovery plans",2
PGEL,"Conference Call Available – Detailed disclosures were provided across operations, margins, working capital, capex, strategy and industry conditions",1
PGEL,"Other Factor (Revenue Growth Resilience) – FY26 revenue still grew 8.6% despite a roughly 15% RAC industry contraction, indicating market-share gains and operational resilience",2
PGEL,"Other Factor (Q4 One-Off Disruption Impact) – Management quantified approximately ₹420 crore revenue loss and around ₹120 crore PBT impact from LPG shortages and logistics disruptions, suggesting reported Q4 numbers understate normalized earnings power",2
PGEL,"Other Factor (Washing Machine Growth Engine) – Washing machine revenue grew 52% in FY26 and 70% in Q4, with management expecting 30–35% growth in FY27 supported by expanded capacity and order visibility",3
PGEL,"Other Factor (Backward Integration Opportunity) – Compressor and refrigerant manufacturing projects with anchor-customer tie-ups can improve localization, margins and supply-chain control from FY28 onward",3
PGEL,"Other Factor (Working Capital Risk) – Inventory reached approximately ₹1,600 crore and working-capital intensity increased materially, driving higher borrowing and finance costs",-3
PGEL,"Other Factor (Working Capital Normalization Potential) – Management targets inventory reduction to below ₹900 crore by June-end, implying over ₹600–700 crore release of working capital if executed successfully",2
PGEL,"Other Factor (Capex & Capacity Expansion) – FY26 capex of ₹785 crore and FY27 capex of ₹400 crore create a platform for future growth, with asset turns targeted above 4x by FY29",2
PGEL,"Other Factor (Forex Exposure Risk) – Forex swung from a ₹18 crore gain in FY25 to a ₹39 crore loss in FY26, and management identified currency volatility as the biggest unpredictable earnings risk",-3
PGEL,"Other Factor (Industry Positioning) – RAC revenue grew 9% in FY26 despite industry contraction, indicating share gains and strong customer relationships",2
PGEL,"Other Factor (PLI Benefit) – Approximately ₹71 crore of PLI benefits are expected to be recognized in FY27, providing support to profitability and cash flows",1
PGEL,"Other Factor (Goodworth Electronics Improvement) – The JV delivered strong revenue growth and significant EBITDA improvement, adding diversification and earnings support",2
WAAREEENER,"Order Book / Backlog – Order book increased to approximately ₹53,000 crore from ₹47,000 crore YoY, excluding the retail business, with 65–70% consisting of multi-year overseas orders deliverable over 3–4 years",3
WAAREEENER,"Book-to-Bill Ratio – Order book of ₹53,000 crore versus FY26 revenue of ₹26,537 crore implies roughly 2x revenue coverage, providing strong medium-term visibility",3
WAAREEENER,"New Contract Wins – Secured 713 MW of PPAs, expanded US manufacturing commitments, acquired transmission & distribution platform APSL, and continued adding large overseas and domestic solar opportunities",2
WAAREEENER,"Order Growth Rate – Backlog increased from approximately ₹47,000 crore to ₹53,000 crore despite record revenue execution, demonstrating continued strong order inflows",2
WAAREEENER,"Management Guidance Revision – FY26 EBITDA of ₹6,617 crore exceeded the company’s own guidance range of ₹5,500–6,000 crore, while FY27 operating EBITDA guidance was raised to ₹7,000–7,700 crore",3
WAAREEENER,"3-Year Revenue Forecast – Massive expansion roadmap across cells, wafers, glass, BESS, transformers, inverters, electrolyzers, T&D and US manufacturing provides exceptional multi-year growth visibility",3
WAAREEENER,EBITDA Margin Expansion (trend) – FY26 operating EBITDA grew 117% with margin expanding to 22.3%; management continues to guide for structurally healthy 19–20% margins despite temporary Q4 pressure,3
WAAREEENER,"Net Profit Margin Trend – PAT increased 101% YoY to ₹3,884 crore, substantially outpacing revenue growth and reflecting strong operating leverage",3
WAAREEENER,Business Model Disruption Risk – Transformation from a module manufacturer into a vertically integrated energy-transition platform with multiple adjacencies materially reduces business-model concentration risk,3
WAAREEENER,"Regulatory / Geopolitical / Policy Risk – Exposure exists to commodity inflation, freight disruptions and changing trade policies, but US localization, FEOC compliance and supply-chain diversification substantially mitigate risks",2
WAAREEENER,"Corporate Governance Quality – Detailed disclosures were provided on guidance, margin drivers, capex, working capital, overseas exposure, policy impacts and project economics",3
WAAREEENER,"Management Quality – Management has consistently executed capacity expansion, exceeded guidance, diversified the business and proactively addressed supply-chain risks through integration initiatives",3
WAAREEENER,"Conference Call Available – Extensive disclosures were provided across operations, strategy, policy, capacity and financial performance",1
WAAREEENER,"Other Factor (Revenue Growth Momentum) – FY26 revenue grew approximately 84% to ₹26,537 crore while module production increased 77%, demonstrating exceptional execution",3
WAAREEENER,"Other Factor (Retail Business Strength) – Retail revenue reached ₹5,515 crore and grew 84%, creating a high-margin diversified growth engine beyond utility-scale solar",3
WAAREEENER,"Other Factor (Manufacturing Scale Leadership) – Company operates approximately 26 GW module capacity and 5.4 GW cell capacity, positioning itself as one of the largest non-Chinese solar manufacturers globally",3
WAAREEENER,"Other Factor (Backward Integration Strategy) – Investments in polysilicon, wafers, cells, PV glass and semiconductor components significantly improve supply security and margin control",3
WAAREEENER,Other Factor (US Market Positioning) – Local US manufacturing expansion from 1.6 GW to 4.2 GW and FEOC-compliant sourcing strengthen competitiveness in the most attractive export market,3
WAAREEENER,Other Factor (BESS Opportunity) – Planned 20 GWh battery-storage platform with attractive targeted margins creates a large adjacent growth vector,3
WAAREEENER,Other Factor (Transmission & Distribution Expansion) – Acquisition of APSL and entry into T&D broadens addressable market beyond solar manufacturing,2
WAAREEENER,"Other Factor (Working Capital Risk) – Working-capital days increased from approximately 45 to 90 due to inventory build-up and shipment delays, pressuring cash conversion",-1
WAAREEENER,Other Factor (Cash Flow Normalization Potential) – Management expects operating cash conversion to recover toward 70–100% as shipment delays and inventory issues normalize,2
WAAREEENER,"Other Factor (Q4 Margin Compression Risk) – Commodity inflation, freight spikes and external DCR-cell procurement temporarily reduced margins in Q4",-1
SAGILITY,New Contract Wins – Added 17 new clients during FY26 including sizable regional health plans and Blues; Q4 added 2 new clients and signed $30.7 million of potential steady-state ACV across existing and new customers,3
SAGILITY,"Management Guidance Revision – FY26 EBITDA margin exceeded management’s Q3 guidance, and FY27 guidance calls for low double-digit constant-currency organic growth with 24–25% EBITDA margins",2
SAGILITY,"Earnings Beat Consistency – FY26 adjusted EBITDA of ₹18.2 billion exceeded the guidance provided at the end of Q3, supported by strong execution and a better-than-expected enrollment season",3
SAGILITY,"3-Year Revenue Forecast – Growth drivers include account mining, new client additions, managed-services transformation deals, seasonal enrollment expansion, AI-led solutions and healthcare cost-takeout demand",2
SAGILITY,"EBITDA Margin Expansion (trend) – FY26 EBITDA margin remained strong at 25.3%; although down ~110 bps due to BroadPath integration, it exceeded guidance and remains among the strongest in the sector",2
SAGILITY,"Net Profit Margin Trend – FY26 adjusted PAT increased 39.5% with margin improving 110 bps to 15.7%, driven by strong operating performance, forex gains and lower finance costs",3
SAGILITY,"Cash & Equivalents Level – Cash balance stood at ₹9.0 billion at year-end, providing flexibility for AI investments, debt repayment and acquisitions",3
SAGILITY,"Business Model Disruption Risk – Management is proactively embedding AI into service delivery, shifting toward outcome-based managed services and transformation contracts, reducing long-term disruption risk",2
SAGILITY,"Regulatory / Geopolitical / Policy Risk – Regulatory changes are pressuring payer clients, but management views this as a demand tailwind for cost-takeout, AI and transformation services; direct exposure to Medicaid and ACA changes is limited",1
SAGILITY,"Corporate Governance Quality – Detailed disclosures were provided on ACV, seasonality, AI impact, guidance assumptions, working capital, debt reduction and regulatory developments",3
SAGILITY,"Management Quality – Strong execution, successful BroadPath integration, client diversification, margin discipline and transparent discussion of AI-related revenue risks indicate high management quality",3
SAGILITY,"Conference Call Available – Extensive operational, financial and strategic disclosures were provided across growth drivers, margins, AI and industry trends",1
SAGILITY,Other Factor (Revenue Growth Momentum) – FY26 revenue grew 29.1% and organic growth remained above 20% in INR terms despite a challenging healthcare payer environment,3
SAGILITY,"Other Factor (Client Diversification) – Top-three concentration fell below 60%, clients generating over $20 million in revenue increased from 4 to 9 since FY23 and growth is increasingly coming from non-top accounts",3
SAGILITY,"Other Factor (Commercial Pipeline Strength) – Management referenced approximately $570–575 million of submitted proposal pipeline and roughly $130 million of FY26 ACV wins, supporting future growth visibility",3
SAGILITY,"Other Factor (AI Opportunity) – While AI may create roughly 2% revenue compression in FY27, management expects larger market-share gains through AI-enabled transformation and outcome-based engagements",2
SAGILITY,"Other Factor (Cash Flow Quality) – Q4 operating cash-flow conversion reached 104.6%, supported by working-capital improvement and demonstrating strong earnings-to-cash conversion",3
SAGILITY,"Other Factor (Balance Sheet Improvement) – Management intends to fully repay remaining debt by FY27 while retaining capacity for acquisitions, reflecting improving financial flexibility",2
SAGILITY,"Other Factor (Seasonality Expansion) – Seasonal revenue contribution doubled from 3% to 6% of annual revenue, creating an additional growth lever through enrollment-related services and BroadPath",2
SAGILITY,"Other Factor (BroadPath Strategic Acquisition) – BroadPath has strengthened payer exposure, member-facing capabilities and seasonal enrollment participation while contributing to growth and cross-selling opportunities",2
CEINSYS,"Order Book / Backlog – Closing order book stood at ₹876 crore as of March 31, 2026, providing 12–18 months of execution visibility with most projects expected to be completed within FY27",2
CEINSYS,"Book-to-Bill Ratio – Order book of ₹876 crore versus FY26 revenue of ₹661 crore implies backlog coverage of approximately 1.3x annual revenue, offering reasonable revenue visibility",2
CEINSYS,"New Contract Wins – Secured notable domestic and international wins including ₹41 crore GIS-based platform project, ₹21 crore Georgia Land Information System order, ESRO renewal and US subsidiary engineering orders",2
CEINSYS,"Order Growth Rate – Q4 order intake was only ₹62 crore and management acknowledged multiple order closure slippages from Q4 and Q1 into Q2, indicating weaker near-term booking momentum",-1
CEINSYS,"3-Year Revenue Forecast – Management plans to scale international business, reduce government revenue mix from 70% to below 50% over 2–3 years, pursue acquisitions/JVs and invest in proprietary IP and AI-led solutions",3
CEINSYS,"EBITDA Margin Expansion (trend) – EBITDA margin expanded 327 bps in FY26 and 475 bps in Q4, supported by higher-value solutioning, productivity gains and AI-enabled delivery",3
CEINSYS,"Net Profit Margin Trend – PAT grew 111% YoY and PAT margin crossed 20% for the first time, expanding more than 500 bps YoY",3
CEINSYS,"Cash & Equivalents Level – Net cash balance increased to ₹248 crore from ₹123 crore YoY, supported by positive operating cash flows and providing acquisition flexibility",3
CEINSYS,"Business Model Disruption Risk – Shift from low-value data acquisition to higher-value geospatial solutions, AI-enabled services, proprietary IP and recurring mobility/product businesses reduces disruption risk",3
CEINSYS,"Regulatory / Geopolitical / Policy Risk – Revenue remains meaningfully linked to government infrastructure spending, project sanctions, code-of-conduct delays and milestone approvals, though diversification is improving",-1
CEINSYS,"Corporate Governance Quality – Management directly addressed concerns around unbilled revenue, receivables, accounting practices and order delays with detailed disclosures and explanations",2
CEINSYS,"Management Quality – Strong execution on growth and margins, disciplined focus on core domains, acquisition strategy and candid acknowledgment of order slippages reflect solid management quality",2
CEINSYS,"Conference Call Available – Detailed disclosures were provided on financial performance, order pipeline, receivables, acquisitions, strategy and outlook",1
CEINSYS,"Other Factor (Revenue Growth Momentum) – FY26 revenue grew 58% while Q4 revenue increased 24%, demonstrating sustained growth across business segments",3
CEINSYS,"Other Factor (Geospatial Engineering Strength) – Geospatial Engineering Services grew 76% in FY26 and 75% in Q4, becoming the primary growth engine and supporting margin expansion",3
CEINSYS,Other Factor (Recurring Revenue Mix) – Mobility and Product Solutions contribute approximately ₹150 crore of annual run-rate revenue that is less dependent on project-based order booking,2
CEINSYS,"Other Factor (Working Capital Improvement) – Net working-capital cycle improved from 162 to 157 days, although remaining elevated",1
CEINSYS,"Other Factor (Receivables Quality) – Approximately 61% of receivables are below 90 days and only ₹27 crore is older than one year, indicating manageable collection risk",2
CEINSYS,Other Factor (US Business Turnaround Potential) – VTS is expected to more than double revenue and reach positive EBITDA in FY27 while leadership restructuring has already produced new wins,2
CEINSYS,Other Factor (Inorganic Growth Optionality) – Company has mobilized approximately US$28 million for acquisitions/JVs and expects transaction progress within the next one to two quarters,2
CEINSYS,"Other Factor (Order Execution Risk) – Management admitted repeated order closure delays and Q1-to-Q2 slippages, creating uncertainty around near-term conversion timing",-2
CEINSYS,"Other Factor (AI & Proprietary IP Opportunity) – Multiple proprietary IPs are under commercialization, AI adoption is increasing and ₹12–15 crore of planned FY27 investment supports future differentiation",3
SKYGOLD,Management Guidance Revision – Management reiterated that FY27 performance is tracking ahead of even previously upgraded guidance and introduced a highly specific FY27 target of reducing net debt by more than 50%,3
SKYGOLD,"3-Year Revenue Forecast – FY30 roadmap includes ₹18,000–19,000 crore revenue, ~30% advanced-gold mix, ~20% exports, net debt-free balance sheet and sustained profitability expansion through organic growth",3
